count, gb id, description, protein id, length
4794, HG321353.1, Streptococcus thermophilus, CDF87156.1, 400
4795, CP003858.1, Streptococcus intermedius C270, AGU78140.1, 400
4796, CP003857.1, Streptococcus intermedius B196, AGU76310.1, 400
4797, LR134288.1, Streptococcus milleri, VEE12032.1, 400
4798, CP012719.1, Streptococcus anginosus, ANW84909.1, 400
4799, CP007573.1, Streptococcus anginosus, AIK78040.1, 400
4800, CP001191.1, Rhizobium leguminosarum bv. trifolii WSM2304, ACI53706.1, 439
4801, CP001849.1, Gardnerella vaginalis 409-05, ADB13588.1, 418
4802, CP035306.1, Streptococcus thermophilus, QAU29222.1, 400
4803, CP000419.1, Streptococcus thermophilus LMD-9, ABJ66596.1, 400
4804, CP011217.1, Streptococcus thermophilus, AKB98077.1, 400
4805, LS483339.1, Streptococcus thermophilus, SQF25490.1, 400
4806, CP013563.1, Rhizobium phaseoli, ANL77312.1, 439
4807, CP013552.1, Rhizobium phaseoli, ANL64497.1, 439
4808, LR134476.1, Trueperella bialowiezensis, VEI12915.1, 449
4809, LR134266.1, Streptococcus viridans, VED67429.1, 400
4810, LR134285.1, Streptococcus sanguinis, VEE19591.1, 400
4811, CP017666.1, Streptococcus suis, AWX95701.1, 408
4812, CP003122.1, Streptococcus parasanguinis FW213, AFJ25832.1, 407
4813, CP017667.1, Streptococcus suis, AWX97695.1, 408
4814, CP020906.1, Rhizobium etli, ARQ08879.1, 439
4822, CP007045.1, Rhizobium leguminosarum bv. trifolii WSM1689, AHF82533.1, 439
4823, FR875178.1, Streptococcus thermophilus JIM 8232, CCC20362.1, 400
4824, HE613569.1, Streptococcus macedonicus ACA-DC 198, CCF02605.1, 402
4825, LS483329.1, Streptococcus pyogenes, SQF07477.1, 401
4826, LT629697.1, Frankineae bacterium MT45, SDI94055.1, 404
4827, LT906439.1, Streptococcus merionis, SNU88658.1, 403
4829, LR134275.1, Streptococcus vestibularis, VED88880.1, 407
4830, CP006776.1, Streptococcus sp. I-P16, AGY38423.1, 399
4835, CP000829.1, Streptococcus phage NZ131.3, ACI60937.1, 406
4836, CP016439.1, Streptococcus thermophilus, ANS61812.1, 400
4837, CP000024.1, Streptococcus thermophilus CNRZ1066, AAV63005.1, 400
4838, CP013651.1, Streptococcus sp. A12, AMP66819.1, 399
4841, CP013015.1, Candidatus Desulfofervidus auxilii, AMM41038.1, 464
4846, CP013939.1, Streptococcus thermophilus, ALX91645.1, 400
4848, CP013557.1, Rhizobium phaseoli, ANL70859.1, 439
4852, CP000806.1, Cyanothece sp. ATCC 51142, ACB51441.1, 437
4856, LS483394.1, Streptococcus pyogenes, SQG39446.1, 401
4857, LS483425.1, Streptococcus pyogenes, SQH23292.1, 401
4869, CP001074.1, Rhizobium etli CIAT 652, ACE89819.1, 439
4873, CP013527.1, Rhizobium phaseoli, ANL32908.1, 439
4874, CP013580.1, Rhizobium phaseoli, ANL96638.1, 439
4875, CP007562.1, Streptococcus pyogenes, AKI38938.1, 401
4876, CP013839.1, Streptococcus pyogenes, ANC25294.1, 401
4877, CP007023.1, Streptococcus pyogenes STAB1102, AIG48655.1, 401
4878, CP007240.1, Streptococcus pyogenes, AIT77273.1, 401
4879, HG316453.2, Streptococcus pyogenes, CDJ54880.1, 401
4880, CP013840.1, Streptococcus pyogenes, ANC26925.1, 401
4881, LS483322.1, Streptococcus pyogenes, SQE93833.1, 401
4882, AP014585.1, Streptococcus pyogenes, BAQ52789.1, 401
4883, AP014572.1, Streptococcus pyogenes, BAQ51068.1, 401
4884, LS483338.1, Streptococcus pyogenes, SQF23332.1, 401
4885, LS483359.1, Streptococcus pyogenes, SQF59549.1, 401
4886, LS483355.1, Streptococcus pyogenes, SQF55484.1, 401
4887, LS483326.1, Streptococcus pyogenes, SQE97329.1, 401
4888, LS483430.1, Streptococcus pyogenes, SQH26428.1, 401
4889, LS483379.1, Streptococcus pyogenes, SQG15183.1, 401
4890, CP015238.2, Streptococcus pyogenes, ANC74259.1, 401
4891, LS483353.1, Streptococcus pyogenes, SQF50584.1, 401
4892, LR134272.1, Streptococcus pyogenes, VED83476.1, 401
4893, LS483420.1, Streptococcus pyogenes, SQH09125.1, 401
4894, LS483521.1, Streptococcus pyogenes, SRX88974.1, 401
4895, CP013838.1, Streptococcus pyogenes, ANC23714.1, 401
4896, LS483415.1, Streptococcus pyogenes, SQG96497.1, 401
4897, CP028140.1, Streptococcus pyogenes, AWS22984.1, 401
4898, CP007561.1, Streptococcus pyogenes, AKI37356.1, 401
4899, CP010450.1, Streptococcus pyogenes, AKZ51910.1, 401
4900, LS483333.1, Streptococcus pyogenes, SQF14575.1, 401
4901, LS483401.1, Streptococcus pyogenes, SQG54263.1, 401
4902, CP007024.1, Streptococcus pyogenes STAB901, AIG50159.1, 401
4903, LS483345.1, Streptococcus pyogenes, SQF32977.1, 401
4904, CP007241.1, Streptococcus pyogenes, AIW11529.1, 401
4905, LS483442.1, Streptococcus pyogenes, SQH68527.1, 401
4906, LS483323.1, Streptococcus pyogenes, SQF02270.1, 401
4907, CP033335.1, Streptococcus pyogenes, QAX72531.1, 401
4908, LS483337.1, Streptococcus pyogenes, SQF21142.1, 401
4909, LS483315.1, Streptococcus pyogenes, SQE79075.1, 401
4910, LS483327.1, Streptococcus pyogenes, SQF03415.1, 401
4911, LS483407.1, Streptococcus pyogenes, SQG72861.1, 401
4912, CP021640.1, Streptococcus pyogenes, AUG50129.1, 401
4913, LS483522.1, Streptococcus pyogenes, SRX91201.1, 401
4914, CP014278.2, Streptococcus pyogenes, AND04676.1, 401
4915, CP014138.1, Streptococcus pyogenes, AMA68694.1, 401
4916, CP006366.1, Streptococcus pyogenes HSC5, AGQ27428.1, 401
4917, LS483399.1, Streptococcus pyogenes, SQG51598.1, 401
4919, CP003068.1, Streptococcus pyogenes Alab49, AEQ24239.1, 401
4920, LS483340.1, Streptococcus pyogenes, SQF28307.1, 401
4921, CP032700.1, Streptococcus pyogenes, QAX74753.1, 401
4922, CP008776.1, Streptococcus pyogenes, AKK70700.1, 401
4923, LS483520.1, Streptococcus pyogenes, SRX87253.1, 401
4925, AP012491.2, Streptococcus pyogenes M1 476, BAM29997.1, 401
4926, CP031638.1, Streptococcus pyogenes, QBB26141.1, 401
4927, LS483432.1, Streptococcus pyogenes, SQH47795.1, 401
4928, CP000259.1, Streptococcus phage 9428.3, ABF31849.1, 401
4929, CP003901.1, Streptococcus pyogenes A20, AFV37735.1, 401
4930, CP031626.1, Streptococcus pyogenes, QBB47288.1, 401
4931, CP033767.1, Streptococcus pyogenes, AYZ02584.1, 401
4932, CP000017.2, Streptococcus pyogenes phage 5005.3, AAZ51224.1, 401
4933, LS483344.1, Streptococcus pyogenes, SQF36779.1, 401
4934, CP014027.2, Streptococcus pyogenes, AMH02461.1, 401
4935, CP031620.1, Streptococcus pyogenes, QBB57825.1, 401
4937, CP031630.1, Streptococcus pyogenes, QBB40292.1, 401
4938, CP008926.1, Streptococcus pyogenes, AIL11388.1, 401
4939, LS483332.1, Streptococcus pyogenes, SQF12237.1, 401
4940, CP020027.1, Streptococcus pyogenes, ASQ20893.1, 401
4941, CP008695.1, Streptococcus pyogenes, AIQ01055.1, 401
4942, LS483384.1, Streptococcus pyogenes, SQG22947.1, 401
4943, LS483382.1, Streptococcus pyogenes, SQG19238.1, 401
4944, LS483331.1, Streptococcus pyogenes, SQF09319.1, 401
4945, LS483334.1, Streptococcus pyogenes, SQF16222.1, 401
4946, CP031633.1, Streptococcus pyogenes, QBB35035.1, 401
4947, CP032666.1, Streptococcus pyogenes, AZZ64564.1, 401
4948, CP031628.1, Streptococcus pyogenes, QBB43793.1, 401
4949, CP031624.1, Streptococcus pyogenes, QBB50779.1, 401
4950, CP031636.1, Streptococcus pyogenes, QBB29801.1, 401
4951, AE004092.2, Streptococcus phage 370.4, AAK33728.1, 401
4952, CP033621.1, Streptococcus pyogenes, QAZ36700.1, 401
4953, CP023769.1, Streptococcus pyogenes, ATL56581.1, 401
4954, CP031621.1, Streptococcus pyogenes, QBB56095.1, 401
4955, CP031634.1, Streptococcus pyogenes, QBB33304.1, 401
4956, CP032665.1, Streptococcus pyogenes, AZZ62831.1, 401
4958, LS483352.1, Streptococcus pyogenes, SQF51922.1, 401
4959, CP000261.1, Streptococcus phage 2096.2, ABF35723.1, 401
4960, CP013672.1, Streptococcus pyogenes, AMY97155.1, 401
4961, CP011069.1, Streptococcus pyogenes, ANP29208.1, 401
4962, LS483321.1, Streptococcus pyogenes, SQE93756.1, 401
4963, LS483391.1, Streptococcus pyogenes, SQG42710.1, 401
4964, LS483330.1, Streptococcus pyogenes, SQF10576.1, 401
4965, CP029694.1, Streptococcus pyogenes, AYO93022.1, 401
4966, LS483336.1, Streptococcus pyogenes, SQF19312.1, 401
4967, LR031521.1, Streptococcus pyogenes, VDC38913.1, 401
4968, CP014139.1, Streptococcus pyogenes, AMA70823.1, 401
4969, CP031738.1, Streptococcus pyogenes, QBC34682.1, 401
4970, CP031632.1, Streptococcus pyogenes, QBB36765.1, 401
4971, CP032699.1, Streptococcus pyogenes, QAX75894.1, 401
4972, CP031639.1, Streptococcus pyogenes, QBB24378.1, 401
4973, CP022354.1, Streptococcus pyogenes, ASO74441.1, 401
4974, CP020082.1, Streptococcus pyogenes, ASQ22710.1, 401
4975, CP014542.1, Streptococcus pyogenes, ARV00950.1, 401
4976, LS483357.1, Streptococcus pyogenes, SQF57728.1, 401
4977, LS483437.1, Streptococcus pyogenes, SQH62297.1, 401
4978, CP007041.1, Streptococcus pyogenes STAB902, AIG47601.1, 401
4979, CP031631.1, Streptococcus pyogenes, QBB38569.1, 401
4980, CP031627.1, Streptococcus pyogenes, QBB45515.1, 401
4981, CP022206.1, Streptococcus pyogenes, ASO68726.1, 401
4982, CP031625.1, Streptococcus pyogenes, QBB49050.1, 401
4983, CP031629.1, Streptococcus pyogenes, QBB41491.1, 401
4984, AP014596.1, Streptococcus pyogenes, BAU60802.1, 401
4985, CP031617.1, Streptococcus pyogenes, QBB63267.1, 401
4986, CP031622.1, Streptococcus pyogenes, QBB54375.1, 401
4987, BA000034.2, Streptococcus pyogenes SSI-1, BAC64424.1, 401
4988, AE009949.1, Streptococcus pyogenes MGAS8232, AAL97507.1, 401
4989, CP011535.2, Streptococcus pyogenes, AKJ92903.1, 401
4990, CP000056.2, Streptococcus pyogenes phage 6180.4, AAX71699.1, 401
4991, LS483351.1, Streptococcus pyogenes, SQF44991.1, 401
4992, CP033815.1, Streptococcus pyogenes, AYZ10004.1, 401
4993, AP018337.1, Streptococcus pyogenes, BBB88731.1, 401
4994, AE014074.1, Streptococcus pyogenes phage 315.6, AAM79132.1, 401
4995, LR134284.1, Streptococcus pyogenes, VEE00191.1, 401
4996, CP033907.1, Streptococcus pyogenes, AZA35121.1, 401
4997, CP033908.1, Streptococcus pyogenes, AZA33327.1, 401
4998, CP031770.1, Streptococcus pyogenes, AYJ02229.1, 401
4999, CP031623.1, Streptococcus pyogenes, QBB52575.1, 401
5000, LS483298.1, Streptococcus pyogenes, SQE38967.1, 401
5001, CP031635.1, Streptococcus pyogenes, QBB31573.1, 401
5002, LS483389.1, Streptococcus pyogenes, SQG28659.1, 401
5003, CP007537.1, Streptococcus pyogenes, AKG28275.1, 401
5005, LS483414.1, Streptococcus pyogenes, SQG94780.1, 401
5006, CP028841.1, Streptococcus pyogenes, QAB34294.1, 401
5007, LN831034.1, Streptococcus pyogenes, CKG84465.1, 401
5008, CP007560.1, Streptococcus pyogenes, AKI35571.1, 401
5009, LS483347.1, Streptococcus pyogenes, SQF38963.1, 401
5010, LS483320.1, Streptococcus pyogenes, SQE90190.1, 401
5011, LS483307.1, Streptococcus pyogenes, SQE55807.1, 401
5012, LS483335.1, Streptococcus pyogenes, SQF17414.1, 401
5013, CP000260.1, Streptococcus phage 10270.5, ABF33726.1, 401
5014, LS483356.1, Streptococcus pyogenes, SQF59662.1, 401
5015, LS483386.1, Streptococcus pyogenes, SQG24222.1, 401
5016, CP031637.1, Streptococcus pyogenes, QBB27954.1, 401
5017, CP000262.1, Streptococcus phage 10750.4, ABF37643.1, 401
5019, CP031618.1, Streptococcus pyogenes, QBB61436.1, 401
5021, CP012045.1, Streptococcus pyogenes, AKP81455.1, 401
5022, CP031619.1, Streptococcus pyogenes, QBB59652.1, 401
5023, CP011068.1, Streptococcus pyogenes, AKL62821.1, 401
5024, CP010449.1, Streptococcus pyogenes, AKZ50107.1, 401
5025, CP031640.1, Streptococcus pyogenes, QBB21964.1, 401
5026, CP033337.1, Streptococcus pyogenes, QAX69039.1, 401
5027, AP017373.1, Lactococcus garvieae, BAV02600.1, 386
5029, CP003325.1, Bifidobacterium asteroides PRL2011, AFU70867.1, 424
5030, CP017696.1, Bifidobacterium asteroides DSM 20089, ATO40847.1, 424
5031, CP023511.1, Streptococcus gordonii, ATF65504.1, 407
5032, CP020450.2, Streptococcus gordonii, ARC47591.1, 407
5033, LS483360.1, Streptococcus pyogenes, SQF63050.1, 401
5037, LS483375.1, Streptococcus gordonii, SQG04034.1, 407
5038, LS483341.1, Streptococcus gordonii, SQF29282.1, 407
5044, LK995501.1, Actinomyces succiniciruminis, CED91363.1, 431
5045, CP003116.1, Streptococcus pyogenes MGAS15252, AFC65983.1, 401
5046, CP003121.1, Streptococcus pyogenes MGAS1882, AFC67849.1, 401
5047, LS483421.1, Streptococcus pyogenes, SQH10769.1, 401
5048, AP012335.1, Streptococcus pyogenes JRS4, BAR44103.1, 401
5049, CP011415.1, Streptococcus pyogenes, AKI77592.1, 401
5050, CP011414.1, Streptococcus pyogenes JRS4, AKI75921.1, 401
5051, LR134314.1, Streptococcus pyogenes, VEF01069.1, 401
5052, CP000003.1, Streptococcus pyogenes MGAS10394, AAT86758.1, 401
5053, LT906454.1, Streptococcus acidominimus, SNV38800.1, 403
5055, LT629775.1, Streptomyces sp. TLI_053, SDT24392.1, 399
5058, CP010453.1, Bifidobacterium longum, ALE37103.1, 426
5066, CP006713.1, Bifidobacterium breve JCM 7019, AHJ20137.1, 413
5067, CP029255.1, Flavobacterium crocinum, , 0
5069, LR134477.1, Actinomyces viscosus, VEI14407.1, 345
5071, FM204884.1, Streptococcus equi subsp. zooepidemicus, CAW99530.1, 402
5080, LR134317.1, Streptococcus equi subsp. zooepidemicus, VEF06952.1, 402
5082, CP008885.1, Bifidobacterium longum, AIF91362.1, 432
5083, LR134389.1, Streptococcus equi subsp. equi, VEH32244.1, 402
5084, FM204883.1, Streptococcus equi subsp. equi 4047, CAW93517.1, 402
5085, CP021972.1, Streptococcus equi subsp. equi, ASB96600.1, 402
5086, CP031192.1, Humibacter sp. BT305, AXH35357.1, 397
5088, AP012281.1, Lactococcus lactis subsp. lactis IO-1, BAL50169.1, 397
5089, AP012281.1, Lactococcus lactis subsp. lactis IO-1, BAL50866.1, 458
5093, CP003243.1, Methanocella conradii HZ254, AFC99376.1, 432
5094, CP015903.1, Lactococcus lactis subsp. lactis, ARE14934.1, 397
5095, CP015903.1, Lactococcus lactis subsp. lactis, ARE15616.1, 458
5096, CP015904.1, Lactococcus lactis subsp. lactis, ARE12525.1, 397
5097, CP015904.1, Lactococcus lactis subsp. lactis, ARE13207.1, 458
5098, CP000425.1, Lactococcus lactis subsp. cremoris SK11, ABJ71827.1, 397
5099, CP015901.1, Lactococcus lactis subsp. cremoris, ARE22422.1, 397
5101, CP015282.1, Streptococcus salivarius, ARI58627.1, 400
5108, CP002888.1, Streptococcus salivarius 57.I, AEJ52977.1, 400
5109, CP020431.2, Streptococcus sp. FDAARGOS_192, ARC22880.1, 400
5110, CP025118.1, Lacinutrix sp. Bg11-31, AUC82086.1, 425
5112, FP565147.1, uncultured archaeon, CBH38550.1, 414
5113, AP012327.1, Bifidobacterium kashiwanohense JCM 15439 = DSM 21854, BAQ29880.1, 415
5116, CP033068.1, Flavobacterium sp. 140616W15, AYN05197.1, 419
5127, CP034438.1, Flaviflexus salsibiostraticola, AZN30852.1, 400
5129, CP002652.1, Lactobacillus buchneri NRRL B-30929, AEB73547.1, 357
5130, CP003255.1, Thermobacillus composti KWC4, AGA59923.1, 421
5133, CP013923.1, Achromobacter denitrificans, ALX86607.1, 446
5138, CP017295.1, Streptococcus gordonii, AOS71420.1, 407
5139, CP000481.1, Acidothermus cellulolyticus 11B, ABK52195.1, 424
5140, CP023278.1, Nostoc sp. CENA543, AUS99447.1, 425
5144, CP002843.1, Streptococcus parasanguinis ATCC 15912, AEH55329.1, 399
5149, CP015107.1, Flavobacterium columnare, AND64649.1, 428
5152, CP002825.1, Lacinutrix sp. 5H-3-7-4, AEG99976.1, 420
5153, CP033336.1, Streptococcus pyogenes, QAX71396.1, 401
5162, CP003132.1, Lactococcus lactis subsp. cremoris A76, AEU39427.1, 399
5163, CP003132.1, Lactococcus lactis subsp. cremoris A76, AEU40785.1, 458
5167, CP029491.1, Streptococcus sobrinus, AWN19189.1, 406
5171, CP009612.1, Streptococcus pyogenes, AIW24442.1, 401
5172, CP025791.1, Flavivirga eckloniae, AUP78183.1, 425
5173, CP003993.1, Streptococcus suis TL13, AGL47637.1, 404
5174, LR134283.1, Streptococcus anginosus, VED97937.1, 404
5175, CP013688.1, Streptococcus gallolyticus, ALT80656.1, 409
5187, CP032627.1, Lactococcus sp. 1JSPR-7, AYG01568.1, 393
5193, CP031612.1, Olleya aquimaris, AXO81592.1, 432
5196, CP012076.1, Bordetella hinzii, AKQ53452.1, 480
5200, LT906461.1, Bordetella hinzii, SNW00444.1, 480
5209, CP009501.1, Methanosarcina thermophila TM-1, AKB14230.1, 416
5210, CP009502.1, Methanosarcina thermophila CHTI-55, AKB15128.1, 416
5220, CP011489.1, Actinobacteria bacterium IMCC26256, AKL74374.1, 397
5221, CP011489.1, Actinobacteria bacterium IMCC26256, AKL74211.1, 394
5222, CP011489.1, Actinobacteria bacterium IMCC26256, AKL72663.1, 411
5223, CP014263.1, Spirosoma montaniterrae, AQG79656.1, 417
5228, CP017142.1, Streptococcus suis, AOM74294.1, 404
5229, CP015557.1, Streptococcus suis, ANC99572.1, 404
5230, CP003736.1, Streptococcus suis S735, AFR00585.1, 404
5231, LS483418.1, Streptococcus suis, SQH00749.1, 404
5232, AM946016.1, Streptococcus suis P1/7, CAR46354.1, 404
5233, CP002633.1, Streptococcus suis ST3, AEB81155.1, 404
5235, CP000837.1, Streptococcus suis GZ1, ADE31597.1, 404
5236, CP002570.1, Streptococcus suis A7, AER44455.1, 404
5237, CP006645.1, Streptococcus suis YB51, AGW87065.1, 404
5239, CP016175.1, Streptococcus suis, ARX90560.1, 404
5240, CP018908.1, Streptococcus suis, AUW22121.1, 404
5241, CP007497.1, Streptococcus suis, AKG40570.1, 404
5242, FM252031.1, Streptococcus suis SC84, CAZ51930.1, 404
5243, CP020863.1, Streptococcus suis, ARL70125.1, 404
5244, CP000407.1, Streptococcus suis 05ZYH33, ABP90252.1, 404
5245, CP002640.1, Streptococcus suis SS12, AER15366.1, 404
5246, CP002465.1, Streptococcus suis JS14, ADV70321.1, 404
5247, CP024050.1, Streptococcus suis, AUW24143.1, 404
5248, CP003922.1, Streptococcus suis SC070731, AGG64656.1, 404
5249, CP012731.1, Streptococcus suis, AMU80248.1, 404
5251, FM252032.1, Streptococcus suis BM407, CAZ55502.1, 404
5252, CP002007.2, Streptococcus suis 05HAS68, AHF59786.1, 404
5254, CP002641.1, Streptococcus suis D9, AER16929.1, 404
5256, CP030124.1, Streptococcus suis, AXI65711.1, 404
5258, CP006246.1, Streptococcus suis T15, AGZ22780.1, 404
5261, CP024126.1, Streptococcus suis, AUW25756.1, 404
5263, CP011419.1, Streptococcus suis, ALA28529.1, 404
5265, CP012911.1, Streptococcus suis, AML46123.1, 404
5267, CP008921.1, Streptococcus suis 6407, AIG43185.1, 404
5269, CP025095.1, Streptococcus suis, AUC91807.1, 404
5270, CP003860.1, Streptococcus anginosus C1051, AGU81420.1, 403
5271, CP012805.1, Streptococcus anginosus, ALL02771.1, 403
5272, AP013072.1, Streptococcus anginosus subsp. whileyi MAS624, BAN61996.1, 403
5273, CP003861.1, Streptococcus anginosus C238, AGU83150.1, 403
5274, CP003137.1, Pediococcus claussenii ATCC BAA-344, AEV94733.1, 363
5277, CP002651.1, Streptococcus suis ST1, AER21065.1, 404
5278, CP017088.1, Streptococcus suis, ASW49387.1, 404
5280, CP017092.1, Streptococcus suis, ASW52037.1, 404
5288, CP001361.1, Bifidobacterium bifidum BGN4, AFL03660.1, 436
5290, CP030125.1, Streptococcus suis, AXI67722.1, 405
5294, CP006741.1, Bifidobacterium longum subsp. longum GT15, AIW44368.1, 425
5295, CP002794.1, Bifidobacterium longum subsp. longum KACC 91563, AEI96634.1, 425
5300, CP003222.2, Flavobacterium columnare ATCC 49512, AEW87312.1, 428
5301, CP016277.1, Flavobacterium columnare, ANO48353.1, 428
5305, CP024771.1, Bacillus thuringiensis LM1212, AXY06873.1, 544
5307, CP002801.1, Frankia symbiont of Datisca glomerata, AEH08555.1, 470
5311, CP002353.1, Isosphaera pallida ATCC 43644, ADV63690.1, 458
5313, CP002299.1, Frankia inefficax, ADP84075.1, 437
5315, CP011786.1, Bifidobacterium actinocoloniiforme DSM 22766, AKV55624.1, 421
5316, CP014228.1, Actinomyces radicidentis, AMD86535.1, 401
5324, CP007496.1, Candidatus Saccharibacteria oral taxon TM7x, AJA06664.1, 386
5327, CP021904.1, Alkalitalea saponilacus, ASB50949.1, 427
5330, CP022316.1, Brachybacterium sp. VR2415, ASK65536.1, 341
5333, CP000820.1, Frankia sp. EAN1pec, ABW15236.1, 418
5334, CP029398.1, Streptococcus suis, AWL26164.1, 404
5336, CP023669.1, Methylomonas koyamae, ATG90447.1, 408
5337, CP002691.1, Haliscomenobacter hydrossis DSM 1100, AEE50736.1, 429
5338, LT599049.1, Lactococcus lactis subsp. lactis, SBW29375.1, 399
5339, LT599049.1, Lactococcus lactis subsp. lactis, SBW30197.1, 485
5347, CP002085.1, Desulfarculus baarsii DSM 2075, ADK83827.1, 414
5350, CP015902.1, Lactococcus lactis subsp. lactis, ARE19819.1, 399
5351, CP014065.2, Achromobacter xylosoxidans, AMG44375.1, 446
5352, CP024974.1, Streptococcus suis, ATZ04577.1, 412
5354, LT629712.1, Bifidobacterium longum, SDO33707.1, 420
5367, CP002004.1, Listeria monocytogenes Finland 1998, AEO38622.1, 333
5420, HG813247.1, Listeria monocytogenes R479a, CDM16325.1, 335
5441, CP002003.1, Listeria monocytogenes FSL R2-561, AEO25374.1, 333
5472, CP002001.1, Listeria monocytogenes J0161, AEO03169.1, 333
5524, CP013237.1, Streptococcus mutans, AMF85618.1, 405
5525, AP010655.1, Streptococcus mutans NN2025, BAH88212.1, 405
5526, LS483349.1, Streptococcus mutans, SQF48914.1, 405
5527, CP003686.1, Streptococcus mutans GS-5, AFM81256.1, 405
5528, CP007016.1, Streptococcus mutans UA159-FR, AJD55191.1, 405
5529, AE014133.2, Streptococcus mutans UA159, AAN58544.1, 405
5530, CP033199.1, Streptococcus mutans, AYO47881.1, 405
5531, CP023477.1, Streptococcus mutans, AVM71694.1, 405
5532, CP021318.1, Streptococcus mutans, ARS62223.1, 405
5533, AP012336.1, Streptococcus mutans LJ23, BAL69519.1, 406
5538, CP001643.1, Brachybacterium faecium DSM 4810, ACU86563.1, 352
5540, CP001124.1, Geobacter bemidjiensis Bem, ACH39588.1, 428
5541, CP016907.1, Flavobacterium anhuiense, AOC95307.1, 426
5544, CP006712.1, Bifidobacterium breve JCM 7017, AHJ18227.1, 418
5545, CP023193.1, Bifidobacterium breve, AUE09974.1, 418
5546, CP023194.1, Bifidobacterium breve, AUE11850.1, 418
5547, CP023192.1, Bifidobacterium breve, AUE08099.1, 418
5548, CP023197.1, Bifidobacterium breve, AUE17464.1, 418
5549, CP023196.1, Bifidobacterium breve, AUE15595.1, 418
5550, CP021385.1, Bifidobacterium breve, AUD69888.1, 418
5551, CP023195.1, Bifidobacterium breve, AUE13724.1, 418
5552, CP019596.1, Bifidobacterium breve, AQM43847.1, 418
5553, CP021556.1, Bifidobacterium breve, AUE00022.1, 418
5554, CP010413.1, Bifidobacterium breve, ALE14394.1, 418
5556, LR134320.1, Streptococcus mutans, VEF18923.1, 405
5565, CP032683.1, Methanosarcina flavescens, AYK14301.1, 416
5567, AM114193.2, Methanocella arvoryzae MRE50, CAJ35695.1, 430
5568, CP035266.1, Pediococcus acidilactici, QAT20200.1, 356
5570, CP034443.1, Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2, AZO00757.1, 411
5571, CP031733.1, Streptococcus sp. Z15, AXQ78908.1, 408
5573, AP014612.1, Streptococcus troglodytae, BAQ24574.1, 406
5580, CP035151.1, Pediococcus acidilactici, QAR71635.1, 356
5595, CT573213.2, Frankia alni ACN14a, CAJ59899.1, 516
5601, CP012643.1, Rufibacter tibetensis, ALI99907.1, 430
5606, CP025043.1, Streptococcus suis, AUA19295.1, 407
5609, CP025815.1, Sulfitobacter sp. JL08, AXI54116.1, 428
5614, CP035806.1, Leucobacter triazinivorans, QBE50334.1, 376
5624, CP021390.1, Bifidobacterium breve, AUD90040.1, 418
5633, CP002644.1, Streptococcus suis D12, AER18986.1, 404
5636, CP014699.1, Streptococcus pantholopis, AND79150.1, 408
5642, CP002394.1, Bacillus cellulosilyticus DSM 2522, ADU31888.1, 513
5649, CP011211.1, Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17, AKM80574.1, 407
5668, CP035501.1, Sphingosinicella sp. BN140058, QAY75122.1, 455
5669, HE965807.1, Bordetella bronchiseptica MO149, CCJ56882.1, 454
5734, CP020715.1, Cnuibacter physcomitrellae, ARJ07367.1, 401
5736, LT907983.1, Cytophagales bacterium TFI 002, SOE19954.1, 415
5769, LR134409.1, Kocuria rhizophila, VEH75119.1, 334
5773, CP000249.1, Frankia casuarinae, ABD10107.1, 420
5782, CP027789.1, Bacillus licheniformis, AYC53516.1, 531
5792, CP002551.1, Methanobacterium lacus, ADZ09150.1, 349
5793, CP016440.1, Bordetella pseudohinzii, ANY18010.1, 390
5795, CP016440.1, Bordetella pseudohinzii, ANY18011.1, 386
5800, CP019699.1, Novibacillus thermophilus, AQS57114.1, 507
5801, CP019699.1, Novibacillus thermophilus, AQS57114.1, 507
5802, LR134387.1, Cellulomonas fimi, VEH33752.1, 403
5803, CP002666.1, Cellulomonas fimi ATCC 484, AEE46642.1, 403
5805, CP002116.1, Sediminispirochaeta smaragdinae DSM 11293, ADK83339.1, 423
5809, CP023299.1, Pseudomonas mosselii, ATB64086.1, 393
5818, CP027669.1, Simplicispira suum, AVO40722.1, 407
5823, CP016447.1, Acidovorax sp. RAC01, AOG22740.1, 406
5824, AE010299.1, Methanosarcina acetivorans C2A, AAM04598.1, 409
5826, CP029329.1, Clostridium beijerinckii, AWK50032.1, 341
5827, CP026522.1, Bacillus licheniformis, AUZ32346.1, 531
5830, CP031964.1, Flavobacteriaceae bacterium, AXT20763.1, 427
5831, CP020880.1, Bacillus horikoshii, ART78081.1, 533
5833, CP002449.1, Alicycliphilus denitrificans BC, ADU98435.1, 406
5859, CP021394.1, Bifidobacterium breve, AUD85914.1, 418
5865, CP012072.1, Actinomyces meyeri, AKU65234.1, 391
5866, CP006915.1, Candidatus Saccharibacteria bacterium RAAC3_TM7_1, AHB42167.1, 408
5880, AP012320.1, Rubrivivax gelatinosus IL144, BAL93779.1, 414
5883, CP003156.1, Owenweeksia hongkongensis DSM 17368, AEV33982.1, 392
5892, LR134350.1, Actinomyces howellii, VEG29897.1, 408
5911, CP017267.1, Vagococcus teuberi, APB31749.1, 354
5924, CP017016.1, Bacillus sp. ABP14, AOY18548.1, 543
5925, CP010050.1, Lactococcus lactis subsp. lactis, AJA56129.1, 393
